GeneID	RNA_nucleotide_accession.version	Ensembl_rna_identifier	gene	transcript	mane_select
25809	NM_012263.5	ENST00000266254.12	TTLL1	NM_012263.5	True
25813	NM_015380.5	ENST00000350028.5	SAMM50	NM_015380.5	True
25814	NM_013236.4	ENST00000252934.10	ATXN10	NM_013236.4	True
25816	NM_014350.4	ENST00000504771.3	TNFAIP8	NM_014350.4	True
25817	NM_001082967.3	ENST00000402357.6	TAFA5	NM_001082967.3	True
25818	NM_012427.5	ENST00000336334.8	KLK5	NM_012427.5	True
25819	NM_012118.4	ENST00000280614.4	NOCT	NM_012118.4	True
25820	NM_005744.5	ENST00000379887.9	ARIH1	NM_005744.5	True
25821	NM_012123.4	ENST00000498286.6	MTO1	NM_012123.4	True
25822	NM_001349723.3	ENST00000682809.1	DNAJB5	NM_001349723.3	True
25823	NM_012467.4	ENST00000234798.5	TPSG1	NM_012467.4	True
25824	NM_012094.5	ENST00000265462.9	PRDX5	NM_012094.5	True
25825	NM_012105.5	ENST00000330333.11	BACE2	NM_012105.5	True
25827	NM_012157.5	ENST00000484457.6	FBXL2	NM_012157.5	True
25828	NM_012473.4	ENST00000216185.7	TXN2	NM_012473.4	True
25829	NM_012264.5	ENST00000361906.8	TMEM184B	NM_012264.5	True
25830	NM_014351.4	ENST00000330884.9	SULT4A1	NM_014351.4	True
25831	NM_015382.4	ENST00000399332.6	HECTD1	NM_015382.4	True
25833	NM_014352.4	ENST00000543440.7	POU2F3	NM_014352.4	True
25834	NM_001351288.2	ENST00000611864.5	MGAT4C	NM_001351288.2	True
25836	NM_133433.4	ENST00000282516.13	NIPBL	NM_133433.4	True
25837	NM_014353.5	ENST00000210187.11	RAB26	NM_014353.5	True
25839	NM_015386.3	ENST00000323786.10	COG4	NM_015386.3	True
25840	NM_014033.4	ENST00000332160.5	METTL7A	NM_014033.4	True
25841	NM_145804.3	ENST00000435224.3	ABTB2	NM_145804.3	True
25842	NM_014034.3	ENST00000229595.6	ASF1A	NM_014034.3	True
25843	NM_015387.5	ENST00000323303.9	MOB4	NM_015387.5	True
25844	NM_015388.4	ENST00000372422.7	YIPF3	NM_015388.4	True
25847	NM_015391.4	ENST00000354910.10	ANAPC13	NM_015391.4	True
25849	NM_015393.4	ENST00000307428.7	PARM1	NM_015393.4	True
25850	NM_001242472.2	ENST00000420450.6	ZNF345	NM_001242472.2	True
25851	NM_015395.3	ENST00000447648.7	TECPR1	NM_015395.3	True
25852	NM_001363941.2	ENST00000469044.6	ARMC8	NM_001363941.2	True
25853	NM_015397.4	ENST00000361264.9	DCAF12	NM_015397.4	True
25854	NM_001367768.3	ENST00000389354.7	FAM149A	NM_001367768.3	True
25855	NM_015399.4	ENST00000359957.8	BRMS1	NM_015399.4	True
25858	NM_001039496.2	ENST00000328404.8	CATSPERZ	NM_001039496.2	True
25861	NM_015404.4	ENST00000362057.4	WHRN	NM_015404.4	True
25862	NM_001286554.2	ENST00000682992.1	USP49	NM_001286554.2	True
25864	NM_015407.5	ENST00000273596.8	ABHD14A	NM_015407.5	True
25865	NM_016457.5	ENST00000291281.9	PRKD2	NM_016457.5	True
25870	NM_015411.4	ENST00000434526.8	SUMF2	NM_015411.4	True
25871	NM_015412.4	ENST00000314400.10	NEPRO	NM_015412.4	True
25873	NM_033643.3	ENST00000347512.8	RPL36	NM_033643.3	True
25874	NM_001143674.4	ENST00000271373.9	MPC2	NM_001143674.4	True
25875	NM_015416.5	ENST00000262055.9	LETMD1	NM_015416.5	True
25876	NM_015417.5	ENST00000379756.3	SPEF1	NM_015417.5	True
25879	NM_015420.7	ENST00000612750.5	DCAF13	NM_015420.7	True
25880	NM_015421.4	ENST00000333050.7	TMEM186	NM_015421.4	True
25884	NM_001278473.3	ENST00000376332.8	CHRDL2	NM_001278473.3	True
25885	NM_015425.6	ENST00000263857.11	POLR1A	NM_015425.6	True
25886	NM_015426.5	ENST00000296484.7	POC1A	NM_015426.5	True
25888	NM_015428.4	ENST00000270617.8	ZNF473	NM_015428.4	True
25890	NM_001375547.2	ENST00000471714.6	ABI3BP	NM_001375547.2	True
25891	NM_001001991.3	ENST00000619888.5	PAMR1	NM_001001991.3	True
25893	NM_015431.4	ENST00000366481.4	TRIM58	NM_015431.4	True
25894	NM_001129729.3	ENST00000379344.8	PLEKHG4	NM_001129729.3	True
25895	NM_015433.3	ENST00000300209.13	EEF1AKMT3	NM_015433.3	True
25896	NM_015434.4	ENST00000366994.8	INTS7	NM_015434.4	True
25897	NM_183419.4	ENST00000341084.7	RNF19A	NM_183419.4	True
25898	NM_015436.4	ENST00000324439.10	RCHY1	NM_015436.4	True
25900	NM_001193457.2	ENST00000619571.5	IFFO1	NM_001193457.2	True
25901	NM_015439.3	ENST00000617445.5	CCDC28A	NM_015439.3	True
25902	NM_015440.5	ENST00000367321.8	MTHFD1L	NM_015440.5	True
25903	NM_015441.3	ENST00000294794.8	OLFML2B	NM_015441.3	True
25904	NM_015442.3	ENST00000328834.10	CNOT10	NM_015442.3	True
25906	NM_014042.3	ENST00000227618.9	ANAPC15	NM_014042.3	True
25907	NM_015444.3	ENST00000503771.2	TMEM158	NM_015444.3	True
25909	NM_001323342.2	ENST00000648844.2	AHCTF1	NM_001323342.2	True
25911	NM_015448.3	ENST00000370151.9	DPCD	NM_015448.3	True
25912	NM_001098616.3	ENST00000368521.10	C1orf43	NM_001098616.3	True
25913	NM_015450.3	ENST00000357628.8	POT1	NM_015450.3	True
25914	NM_173630.4	ENST00000640769.2	RTTN	NM_173630.4	True
25915	NM_199069.2	ENST00000326925.11	NDUFAF3	NM_199069.2	True
25917	NM_001114092.2	ENST00000452837.7	THUMPD3	NM_001114092.2	True
25920	NM_015456.5	ENST00000343053.6	NELFB	NM_015456.5	True
25921	NM_015457.3	ENST00000287169.8	ZDHHC5	NM_015457.3	True
25923	NM_015459.5	ENST00000398868.8	ATL3	NM_015459.5	True
25924	NM_015460.4	ENST00000302541.11	MYRIP	NM_015460.4	True
25925	NM_015461.3	ENST00000361524.8	ZNF521	NM_015461.3	True
25926	NM_015462.5	ENST00000253247.9	NOL11	NM_015462.5	True
25927	NM_015463.3	ENST00000263655.4	CNRIP1	NM_015463.3	True
25928	NM_015464.3	ENST00000307068.5	SOSTDC1	NM_015464.3	True
25929	NM_015465.5	ENST00000285873.8	GEMIN5	NM_015465.5	True
25930	NM_015466.4	ENST00000265562.5	PTPN23	NM_015466.4	True
25932	NM_013943.3	ENST00000374379.9	CLIC4	NM_013943.3	True
25934	NM_015469.3	ENST00000374767.5	NIPSNAP3A	NM_015469.3	True
25936	NM_015471.4	ENST00000366977.8	NSL1	NM_015471.4	True
25937	NM_015472.6	ENST00000360632.8	WWTR1	NM_015472.6	True
25938	NM_015473.4	ENST00000543095.7	HEATR5A	NM_015473.4	True
25939	NM_015474.4	ENST00000646673.2	SAMHD1	NM_015474.4	True
25940	NM_015475.5	ENST00000238823.13	FAM98A	NM_015475.5	True
25941	NM_015476.4	ENST00000334295.9	TPGS2	NM_015476.4	True
25942	NM_001145358.2	ENST00000394947.8	SIN3A	NM_001145358.2	True
25943	NM_001009984.3	ENST00000252032.10	DNAAF9	NM_001009984.3	True
25945	NM_015480.3	ENST00000485303.6	NECTIN3	NM_015480.3	True
25946	NM_015481.3	ENST00000394313.7	ZNF385A	NM_015481.3	True
25948	NM_015483.3	ENST00000304056.9	KBTBD2	NM_015483.3	True
25949	NM_015484.5	ENST00000236273.9	SYF2	NM_015484.5	True
25950	NM_015485.5	ENST00000370202.5	RWDD3	NM_015485.5	True
25953	NM_015488.5	ENST00000273077.9	PNKD	NM_015488.5	True
25956	NM_015490.4	ENST00000370345.8	SEC31B	NM_015490.4	True
25957	NM_032870.4	ENST00000369239.10	PNISR	NM_032870.4	True
25959	NM_001136191.3	ENST00000586659.6	KANK2	NM_001136191.3	True
25960	NM_032777.10	ENST00000412232.3	ADGRA2	NM_032777.10	True
25961	NM_015901.6	ENST00000357321.9	NUDT13	NM_015901.6	True
25962	NM_015496.5	ENST00000297591.10	VIRMA	NM_015496.5	True
25963	NM_015497.5	ENST00000389834.9	TMEM87A	NM_015497.5	True
25966	NM_015500.2	ENST00000380486.4	C2CD2	NM_015500.2	True
25970	NM_001387430.1	ENST00000684370.1	SH2B1	NM_001387430.1	True
25972	NM_014044.7	ENST00000357765.7	UNC50	NM_014044.7	True
25973	NM_152268.4	ENST00000371279.4	PARS2	NM_152268.4	True
25974	NM_015506.3	ENST00000401061.9	MMACHC	NM_015506.3	True
25976	NM_015508.5	ENST00000295924.12	TIPARP	NM_015508.5	True
25977	NM_015509.4	ENST00000339754.11	NECAP1	NM_015509.4	True
25978	NM_014043.4	ENST00000263780.9	CHMP2B	NM_014043.4	True
25979	NM_015510.5	ENST00000395511.8	DHRS7B	NM_015510.5	True
25980	NM_001271874.2	ENST00000320849.9	AAR2	NM_001271874.2	True
25981	NM_015512.5	ENST00000420323.7	DNAH1	NM_015512.5	True
25983	NM_001042635.2	ENST00000408901.8	NGDN	NM_001042635.2	True
25984	NM_015515.5	ENST00000209718.8	KRT23	NM_015515.5	True
25987	NM_015516.4	ENST00000333090.5	TSKU	NM_015516.4	True
25988	NM_198971.3	ENST00000350777.7	HINFP	NM_198971.3	True
25989	NM_001099436.4	ENST00000440863.7	ULK3	NM_001099436.4	True
25992	NM_001080437.3	ENST00000310397.13	SNED1	NM_001080437.3	True
25994	NM_014056.4	ENST00000321331.12	HIGD1A	NM_014056.4	True
25996	NM_015523.4	ENST00000265881.10	REXO2	NM_015523.4	True
25998	NM_015525.4	ENST00000306270.12	IBTK	NM_015525.4	True
25999	NM_015526.3	ENST00000360535.9	CLIP3	NM_015526.3	True
26000	NM_015527.4	ENST00000409939.8	TBC1D10B	NM_015527.4	True
26001	NM_015528.3	ENST00000262482.11	RNF167	NM_015528.3	True
26002	NM_015529.4	ENST00000367963.8	MOXD1	NM_015529.4	True
26003	NM_015530.5	ENST00000234160.5	GORASP2	NM_015530.5	True
26005	NM_001286577.2	ENST00000334126.12	C2CD3	NM_001286577.2	True
26007	NM_015533.4	ENST00000394900.8	TKFC	NM_015533.4	True
26009	NM_015534.6	ENST00000370801.8	ZZZ3	NM_015534.6	True
26010	NM_001100423.2	ENST00000409140.8	SPATS2L	NM_001100423.2	True
26011	NM_001098816.3	ENST00000278550.12	TENM4	NM_001098816.3	True
26012	NM_001130969.3	ENST00000371475.9	NSMF	NM_001130969.3	True
26013	NM_001377303.1	ENST00000418998.7	L3MBTL1	NM_001377303.1	True
26015	NM_015540.4	ENST00000304330.9	RPAP1	NM_015540.4	True
26017	NM_014077.4	ENST00000263384.12	FAM32A	NM_014077.4	True
26018	NM_015541.3	ENST00000273261.8	LRIG1	NM_015541.3	True
26019	NM_015542.4	ENST00000357604.10	UPF2	NM_015542.4	True
26020	NM_014045.5	ENST00000359591.9	LRP10	NM_014045.5	True
26022	NM_015544.3	ENST00000579849.6	TMEM98	NM_015544.3	True
26024	NM_015545.4	ENST00000292478.9	PTCD1	NM_015545.4	True
26025	NM_003735.3	ENST00000252085.4	PCDHGA12	NM_003735.3	True
26027	NM_147161.4	ENST00000343744.7	ACOT11	NM_147161.4	True
26030	NM_001308147.2	ENST00000247226.13	PLEKHG3	NM_001308147.2	True
26031	NM_015550.4	ENST00000313367.7	OSBPL3	NM_015550.4	True
26032	NM_015551.2	ENST00000309558.8	SUSD5	NM_015551.2	True
26033	NM_207303.4	ENST00000355044.8	ATRNL1	NM_207303.4	True
26034	NM_001130700.2	ENST00000367220.9	IPCEF1	NM_001130700.2	True
26035	NM_015554.3	ENST00000261858.7	GLCE	NM_015554.3	True
26036	NM_001031623.3	ENST00000370706.9	ZNF451	NM_001031623.3	True
26037	NM_001386936.1	ENST00000381232.8	SIPA1L1	NM_001386936.1	True
26038	NM_015557.3	ENST00000262450.8	CHD5	NM_015557.3	True
26039	NM_198935.3	ENST00000331758.8	SS18L1	NM_198935.3	True
26040	NM_015559.3	ENST00000649279.2	SETBP1	NM_015559.3	True
26043	NM_015562.2	ENST00000296328.9	UBXN7	NM_015562.2	True
26045	NM_015564.3	ENST00000274711.7	LRRTM2	NM_015564.3	True
26046	NM_015565.3	ENST00000361371.10	LTN1	NM_015565.3	True
26047	NM_014141.6	ENST00000361727.8	CNTNAP2	NM_014141.6	True
26048	NM_021646.4	ENST00000219478.11	ZNF500	NM_021646.4	True
26049	NM_001376049.1	ENST00000687041.1	FAM169A	NM_001376049.1	True
26050	NM_001384609.1	ENST00000683689.1	SLITRK5	NM_001384609.1	True
26051	NM_015568.4	ENST00000299824.6	PPP1R16B	NM_015568.4	True
26052	NM_015569.5	ENST00000627582.3	DNM3	NM_015569.5	True
26053	NM_015570.4	ENST00000342771.10	AUTS2	NM_015570.4	True
26054	NM_015571.4	ENST00000447266.7	SENP6	NM_015571.4	True
26056	NM_001371272.1	ENST00000486777.7	RAB11FIP5	NM_001371272.1	True
26057	NM_032217.5	ENST00000358602.9	ANKRD17	NM_032217.5	True
26058	NM_001103146.3	ENST00000373563.9	GIGYF2	NM_001103146.3	True
26059	NM_015576.3	ENST00000288221.11	ERC2	NM_015576.3	True
26060	NM_012096.3	ENST00000288266.8	APPL1	NM_012096.3	True
26061	NM_012260.4	ENST00000321169.10	HACL1	NM_012260.4	True
26063	NM_020664.4	ENST00000219481.10	DECR2	NM_020664.4	True
26064	NM_015577.3	ENST00000265109.8	RAI14	NM_015577.3	True
26065	NM_015578.4	ENST00000544216.8	LSM14A	NM_015578.4	True
26073	NM_015584.5	ENST00000540200.6	POLDIP2	NM_015584.5	True
26074	NM_015585.4	ENST00000245957.10	CFAP61	NM_015585.4	True
26084	NM_015595.4	ENST00000465093.6	ARHGEF26	NM_015595.4	True
26085	NM_015596.3	ENST00000595793.6	KLK13	NM_015596.3	True
26086	NM_001145638.3	ENST00000440944.6	GPSM1	NM_001145638.3	True
26088	NM_013365.5	ENST00000343632.9	GGA1	NM_013365.5	True
26090	NM_001042472.3	ENST00000339157.10	ABHD12	NM_001042472.3	True
26091	NM_015601.4	ENST00000373700.9	HERC4	NM_015601.4	True
26092	NM_015602.4	ENST00000606911.7	TOR1AIP1	NM_015602.4	True
26093	NM_015603.3	ENST00000221922.11	CCDC9	NM_015603.3	True
26094	NM_015604.4	ENST00000358377.7	DCAF4	NM_015604.4	True
26095	NM_001042357.5	ENST00000374339.5	PTPN20	NM_001042357.5	True
26097	NM_015607.4	ENST00000368694.8	CHTOP	NM_015607.4	True
26098	NM_001202438.2	ENST00000356792.9	EDRF1	NM_001202438.2	True
26099	NM_001114600.3	ENST00000401088.9	SZRD1	NM_001114600.3	True
26100	NM_015610.4	ENST00000288828.9	WIPI2	NM_015610.4	True
26103	NM_015613.3	ENST00000372105.4	LRIT1	NM_015613.3	True
26108	NM_001367806.1	ENST00000563719.4	PYGO1	NM_001367806.1	True
26112	NM_015621.3	ENST00000355417.7	CCDC69	NM_015621.3	True
26118	NM_015626.10	ENST00000262394.7	WSB1	NM_015626.10	True
26119	NM_015627.3	ENST00000374338.5	LDLRAP1	NM_015627.3	True
26121	NM_015629.4	ENST00000321030.9	PRPF31	NM_015629.4	True
26122	NM_015630.4	ENST00000258484.11	EPC2	NM_015630.4	True
26123	NM_015631.6	ENST00000371217.10	TCTN3	NM_015631.6	True
26127	NM_015633.3	ENST00000229395.8	FGFR1OP2	NM_015633.3	True
26128	NM_015634.4	ENST00000361983.7	KIFBP	NM_015634.4	True
26130	NM_001282680.3	ENST00000297933.11	GAPVD1	NM_001282680.3	True
26133	NM_015638.3	ENST00000252015.3	TRPC4AP	NM_015638.3	True
26135	NM_001018069.2	ENST00000361219.11	SERBP1	NM_001018069.2	True
26136	NM_015641.4	ENST00000358204.9	TES	NM_015641.4	True
26137	NM_001348800.3	ENST00000675478.1	ZBTB20	NM_001348800.3	True
26140	NM_001387446.1	ENST00000685419.1	TTLL3	NM_001387446.1	True
26145	NM_015649.3	ENST00000302165.5	IRF2BP1	NM_015649.3	True
26146	NM_015650.4	ENST00000373327.5	TRAF3IP1	NM_015650.4	True
26147	NM_015651.3	ENST00000373896.8	PHF19	NM_015651.3	True
26149	NM_033160.7	ENST00000621410.5	ZNF658	NM_033160.7	True
26150	NM_015653.5	ENST00000614167.2	RIBC2	NM_015653.5	True
26151	NM_015654.5	ENST00000357814.8	NAT9	NM_015654.5	True
26152	NM_015655.4	ENST00000252979.6	ZNF337	NM_015655.4	True
26153	NM_015656.2	ENST00000423312.7	KIF26A	NM_015656.2	True
26154	NM_173076.3	ENST00000272895.12	ABCA12	NM_173076.3	True
26155	NM_015658.4	ENST00000327044.7	NOC2L	NM_015658.4	True
26156	NM_015659.3	ENST00000571133.6	RSL1D1	NM_015659.3	True
26157	NM_015660.3	ENST00000223293.10	GIMAP2	NM_015660.3	True
26160	NM_015662.3	ENST00000260570.8	IFT172	NM_015662.3	True
26164	NM_015666.4	ENST00000370823.8	MTG2	NM_015666.4	True
26166	NM_015668.5	ENST00000360863.11	RGS22	NM_015668.5	True
26167	NM_015669.5	ENST00000231134.8	PCDHB5	NM_015669.5	True
26168	NM_015670.6	ENST00000321337.12	SENP3	NM_015670.6	True
26173	NM_001080453.3	ENST00000404767.8	INTS1	NM_001080453.3	True
26175	NM_001098621.4	ENST00000415050.3	TMEM251	NM_001098621.4	True
26188	NM_012353.3	ENST00000641256.1	OR1C1	NM_012353.3	True
26189	NM_012352.3	ENST00000381951.1	OR1A2	NM_012352.3	True
26190	NM_012164.4	ENST00000608872.6	FBXW2	NM_012164.4	True
26205	NM_012384.5	ENST00000370077.2	GMEB2	NM_012384.5	True
26206	NM_001039592.2	ENST00000396638.7	SPAG8	NM_001039592.2	True
26207	NM_012417.4	ENST00000581322.6	PITPNC1	NM_012417.4	True
26211	NM_012369.3	ENST00000641412.1	OR2F1	NM_012369.3	True
26212	NM_012367.1	ENST00000244623.1	OR2B6	NM_012367.1	True
26219	NM_001004452.1	ENST00000340750.1	OR1J4	NM_001004452.1	True
26224	NM_012158.4	ENST00000355619.10	FBXL3	NM_012158.4	True
26225	NM_012097.4	ENST00000295087.13	ARL5A	NM_012097.4	True
26227	NM_006623.4	ENST00000641023.2	PHGDH	NM_006623.4	True
26228	NM_012108.4	ENST00000265404.7	STAP1	NM_012108.4	True
26229	NM_012200.4	ENST00000265471.10	B3GAT3	NM_012200.4	True
26230	NM_012454.4	ENST00000682666.1	TIAM2	NM_012454.4	True
26232	NM_012168.6	ENST00000354287.5	FBXO2	NM_012168.6	True
26233	NM_012162.4	ENST00000331890.6	FBXL6	NM_012162.4	True
26234	NM_012161.4	ENST00000341285.8	FBXL5	NM_012161.4	True
26235	NM_001278716.2	ENST00000369244.7	FBXL4	NM_001278716.2	True
26239	NM_014357.5	ENST00000368780.4	LCE2B	NM_014357.5	True
26240	NM_012135.3	ENST00000648326.1	FAM50B	NM_012135.3	True
26245	NM_017504.2	ENST00000641868.1	OR2M4	NM_017504.2	True
26246	NM_001385855.1	ENST00000641771.1	OR2L2	NM_001385855.1	True
26248	NM_205859.2	ENST00000302681.3	OR2K2	NM_205859.2	True
26249	NM_017415.3	ENST00000309755.9	KLHL3	NM_017415.3	True
26251	NM_012283.2	ENST00000316249.4	KCNG2	NM_012283.2	True
26253	NM_014358.4	ENST00000299663.8	CLEC4E	NM_014358.4	True
26254	NM_014359.4	ENST00000367222.7	OPTC	NM_014359.4	True
26256	NM_153769.3	ENST00000399496.8	CABYR	NM_153769.3	True
26257	NM_014360.4	ENST00000258829.6	NKX2-8	NM_014360.4	True
26258	NM_012388.4	ENST00000220531.9	BLOC1S6	NM_012388.4	True
26259	NM_153348.3	ENST00000652555.1	FBXW8	NM_153348.3	True
26260	NM_183420.2	ENST00000350302.8	FBXO25	NM_183420.2	True
26261	NM_033506.3	ENST00000241071.11	FBXO24	NM_033506.3	True
26262	NM_130465.5	ENST00000508164.6	TSPAN17	NM_130465.5	True
26263	NM_147188.3	ENST00000308275.8	FBXO22	NM_147188.3	True
26266	NM_001318192.2	ENST00000682651.1	SLC13A4	NM_001318192.2	True
26267	NM_012166.3	ENST00000432825.7	FBXO10	NM_012166.3	True
26268	NM_033480.3	ENST00000323557.12	FBXO9	NM_033480.3	True
26269	NM_012180.3	ENST00000393674.7	FBXO8	NM_012180.3	True
26270	NM_018438.6	ENST00000376753.9	FBXO6	NM_018438.6	True
26271	NM_012177.5	ENST00000229758.8	FBXO5	NM_012177.5	True
26272	NM_012176.3	ENST00000281623.8	FBXO4	NM_012176.3	True
26273	NM_012175.4	ENST00000265651.8	FBXO3	NM_012175.4	True
26275	NM_014362.4	ENST00000359678.10	HIBCH	NM_014362.4	True
26276	NM_018668.5	ENST00000333371.8	VPS33B	NM_018668.5	True
26277	NM_001099274.3	ENST00000267415.12	TINF2	NM_001099274.3	True
26278	NM_014363.6	ENST00000382292.9	SACS	NM_014363.6	True
26279	NM_012400.4	ENST00000375105.8	PLA2G2D	NM_012400.4	True
26281	NM_019851.3	ENST00000180166.6	FGF20	NM_019851.3	True
26284	NM_005702.4	ENST00000254928.10	ERAL1	NM_005702.4	True
26285	NM_012131.3	ENST00000286808.5	CLDN17	NM_012131.3	True
26286	NM_014570.5	ENST00000263245.10	ARFGAP3	NM_014570.5	True
26287	NM_001346793.2	ENST00000370655.6	ANKRD2	NM_001346793.2	True
26289	NM_174858.3	ENST00000354567.7	AK5	NM_174858.3	True
26290	NM_017417.2	ENST00000252318.7	GALNT8	NM_017417.2	True
26291	NM_019113.4	ENST00000593756.6	FGF21	NM_019113.4	True
26292	NM_012333.5	ENST00000397572.5	MYCBP	NM_012333.5	True
26297	NM_012139.4	ENST00000265965.10	SERGEF	NM_012139.4	True
26298	NM_012153.6	ENST00000257831.8	EHF	NM_012153.6	True
26301	NM_021996.6	ENST00000372040.9	GBGT1	NM_021996.6	True
26330	NM_014364.5	ENST00000222286.9	GAPDHS	NM_014364.5	True
26333	NM_030901.2	ENST00000641113.1	OR7A17	NM_030901.2	True
26338	NM_001004739.1	ENST00000378397.1	OR5L2	NM_001004739.1	True
26339	NM_001004736.4	ENST00000642057.1	OR5K1	NM_001004736.4	True
26341	NM_001005338.2	ENST00000641874.1	OR5H1	NM_001005338.2	True
26353	NM_014365.3	ENST00000281938.7	HSPB8	NM_014365.3	True
26354	NM_014366.5	ENST00000418458.6	GNL3	NM_014366.5	True
26355	NM_014367.4	ENST00000477892.5	FAM162A	NM_014367.4	True
26468	NM_014368.5	ENST00000394319.9	LHX6	NM_014368.5	True
26469	NM_014369.4	ENST00000175756.10	PTPN18	NM_014369.4	True
26470	NM_001243332.2	ENST00000617533.5	SEZ6L2	NM_001243332.2	True
26471	NM_012385.3	ENST00000324873.8	NUPR1	NM_012385.3	True
26472	NM_138689.3	ENST00000309318.8	PPP1R14B	NM_138689.3	True
26476	NM_012351.3	ENST00000423932.6	OR10J1	NM_012351.3	True
26493	NM_012378.2	ENST00000642064.1	OR8B8	NM_012378.2	True
26494	NM_001002905.2	ENST00000641972.1	OR8G1	NM_001002905.2	True
26496	NM_001003745.2	ENST00000642047.1	OR10A3	NM_001003745.2	True
26499	NM_016445.3	ENST00000216446.9	PLEK2	NM_016445.3	True
26502	NM_012336.4	ENST00000309794.16	NARF	NM_012336.4	True
26503	NM_012434.5	ENST00000355773.6	SLC17A5	NM_012434.5	True
26504	NM_020184.4	ENST00000377075.3	CNNM4	NM_020184.4	True
26505	NM_017623.5	ENST00000305510.4	CNNM3	NM_017623.5	True
26507	NM_020348.3	ENST00000356713.5	CNNM1	NM_020348.3	True
26508	NM_014571.4	ENST00000372852.4	HEYL	NM_014571.4	True
26509	NM_013451.4	ENST00000359263.9	MYOF	NM_013451.4	True
26511	NM_012110.4	ENST00000263921.8	CHIC2	NM_012110.4	True
26512	NM_012141.3	ENST00000311234.9	INTS6	NM_012141.3	True
26515	NM_012192.4	ENST00000254616.11	TIMM10B	NM_012192.4	True
26517	NM_012458.4	ENST00000215570.8	TIMM13	NM_012458.4	True
26519	NM_012456.3	ENST00000257245.9	TIMM10	NM_012456.3	True
26520	NM_012460.4	ENST00000395159.7	TIMM9	NM_012460.4	True
26521	NM_012459.4	ENST00000504148.3	TIMM8B	NM_012459.4	True
26523	NM_012199.5	ENST00000373204.6	AGO1	NM_012199.5	True
26524	NM_014572.3	ENST00000382592.5	LATS2	NM_014572.3	True
26525	NM_012275.3	ENST00000393200.7	IL36RN	NM_012275.3	True
26526	NM_001282509.2	ENST00000590327.6	TSPAN16	NM_001282509.2	True
26528	NM_018959.4	ENST00000233078.9	DAZAP1	NM_018959.4	True
26529	NM_013936.4	ENST00000642051.1	OR12D2	NM_013936.4	True
26531	NM_001394828.1	ENST00000377149.5	OR11A1	NM_001394828.1	True
26532	NM_013938.2	ENST00000641646.1	OR10H3	NM_013938.2	True
26533	NM_001005465.2	ENST00000641040.1	OR10G3	NM_001005465.2	True
26534	NM_001005466.2	ENST00000542433.1	OR10G2	NM_001005466.2	True
26538	NM_013939.2	ENST00000305899.5	OR10H2	NM_013939.2	True
26539	NM_013940.4	ENST00000641419.1	OR10H1	NM_013940.4	True
26574	NM_012138.4	ENST00000619387.5	AATF	NM_012138.4	True
26575	NM_012419.5	ENST00000206262.2	RGS17	NM_012419.5	True
26577	NM_013363.4	ENST00000295992.8	PCOLCE2	NM_013363.4	True
26578	NM_012383.5	ENST00000346234.7	OSTF1	NM_012383.5	True
26579	NM_001293291.2	ENST00000441339.3	MYEOV	NM_001293291.2	True
26580	NM_001122955.4	ENST00000360796.10	BSCL2	NM_001122955.4	True
26585	NM_013372.7	ENST00000651154.1	GREM1	NM_013372.7	True
26586	NM_018204.5	ENST00000258607.10	CKAP2	NM_018204.5	True
26589	NM_022163.4	ENST00000312475.5	MRPL46	NM_022163.4	True
26595	NM_001005468.2	ENST00000641451.2	OR8B2	NM_001005468.2	True
26608	NM_012453.4	ENST00000305632.11	TBL2	NM_012453.4	True
26610	NM_019040.5	ENST00000640961.2	ELP4	NM_019040.5	True
26648	NM_001079935.2	ENST00000456448.3	OR7E24	NM_001079935.2	True
26658	NM_012377.1	ENST00000248072.3	OR7C2	NM_012377.1	True
26659	NM_017506.2	ENST00000322301.5	OR7A5	NM_017506.2	True
26686	NM_001001912.3	ENST00000641524.1	OR4E2	NM_001001912.3	True
26689	NM_001386095.1	ENST00000268912.6	OR4D1	NM_001386095.1	True
26692	NM_030903.3	ENST00000377175.2	OR2W1	NM_030903.3	True
26693	NM_001258283.2	ENST00000641551.1	OR2V1	NM_001258283.2	True
26696	NM_030904.2	ENST00000642005.1	OR2T1	NM_030904.2	True
26707	NM_030905.3	ENST00000641417.1	OR2J2	NM_030905.3	True
26716	NM_030883.5	ENST00000377133.6	OR2H1	NM_030883.5	True
26735	NM_001005234.1	ENST00000304820.5	OR1L3	NM_001005234.1	True
26737	NM_001005236.3	ENST00000309623.1	OR1L1	NM_001005236.3	True
26740	NM_054107.1	ENST00000335302.5	OR1J2	NM_054107.1	True
26747	NM_012345.3	ENST00000379161.5	NUFIP1	NM_012345.3	True
26750	NM_012424.6	ENST00000366960.8	RPS6KC1	NM_012424.6	True
26751	NM_015677.4	ENST00000356150.10	SH3YL1	NM_015677.4	True
26762	NM_001173393.3	ENST00000523175.6	HAVCR1	NM_001173393.3	True
26872	NM_012449.3	ENST00000297205.7	STEAP1	NM_012449.3	True
26873	NM_017570.5	ENST00000618853.5	OPLAH	NM_017570.5	True
26952	NM_012390.4	ENST00000226460.5	SMR3A	NM_012390.4	True
26953	NM_012416.4	ENST00000259569.6	RANBP6	NM_012416.4	True
26958	NM_012133.6	ENST00000425248.5	COPG2	NM_012133.6	True
26959	NM_012257.4	ENST00000222574.9	HBP1	NM_012257.4	True
26960	NM_001385012.1	ENST00000379939.7	NBEA	NM_001385012.1	True
