Transcript_ID,Gene.refGene,Exon,Genomic_start,Genomic_end,CDS_start,CDS_end,Exon_Length
NM_001256850.1,TTN,exon225,178714291,178714573,77523,77804,282
NM_001256850.1,TTN,exon226,178714985,178715264,77805,78083,279
NM_001256850.1,TTN,exon227,178715492,178715774,78084,78365,282
NM_001256850.1,TTN,exon228,178717094,178717382,78366,78653,288
NM_001256850.1,TTN,exon229,178717522,178717810,78654,78941,288
NM_001256850.1,TTN,exon230,178717942,178718221,78942,79220,279
NM_001256850.1,TTN,exon231,178718321,178718600,79221,79499,279
NM_001256850.1,TTN,exon232,178718694,178718973,79500,79778,279
NM_001256850.1,TTN,exon233,178719163,178719451,79779,80066,288
NM_001256850.1,TTN,exon234,178719553,178719832,80067,80345,279
NM_001256850.1,TTN,exon235,178719982,178720264,80346,80627,282
NM_001256850.1,TTN,exon236,178720384,178720663,80628,80906,279
NM_001256850.1,TTN,exon237,178720920,178721202,80907,81188,282
NM_001256850.1,TTN,exon238,178721846,178722134,81189,81476,288
NM_001256850.1,TTN,exon239,178722258,178722546,81477,81764,288
NM_001256850.1,TTN,exon240,178722658,178722937,81765,82043,279
NM_001256850.1,TTN,exon241,178723045,178723324,82044,82322,279
NM_001256850.1,TTN,exon242,178723417,178723696,82323,82601,279
NM_001256850.1,TTN,exon243,178723855,178724143,82602,82889,288
NM_001256850.1,TTN,exon244,178724259,178724538,82890,83168,279
NM_001256850.1,TTN,exon245,178725367,178725649,83169,83450,282
NM_001256850.1,TTN,exon246,178725767,178726046,83451,83729,279
NM_001256850.1,TTN,exon247,178727089,178727371,83730,84011,282
NM_001256850.1,TTN,exon248,178727584,178727863,84012,84290,279
NM_001256850.1,TTN,exon249,178728109,178728397,84291,84578,288
NM_001256850.1,TTN,exon250,178728499,178728778,84579,84857,279
NM_001256850.1,TTN,exon251,178728890,178729169,84858,85136,279
NM_001256850.1,TTN,exon252,178729287,178729566,85137,85415,279
NM_001256850.1,TTN,exon253,178729663,178729945,85416,85697,282
NM_001256850.1,TTN,exon254,178730092,178730371,85698,85976,279
NM_001256850.1,TTN,exon255,178730504,178730792,85977,86264,288
NM_001256850.1,TTN,exon256,178730924,178731203,86265,86543,279
NM_001256850.1,TTN,exon257,178731304,178731583,86544,86822,279
NM_001256850.1,TTN,exon258,178731692,178731971,86823,87101,279
NM_001256850.1,TTN,exon259,178732065,178732347,87102,87383,282
NM_001256850.1,TTN,exon260,178732439,178732718,87384,87662,279
NM_001256850.1,TTN,exon261,178732833,178733121,87663,87950,288
NM_001256850.1,TTN,exon262,178733238,178733517,87951,88229,279
NM_001256850.1,TTN,exon263,178733613,178733892,88230,88508,279
NM_001256850.1,TTN,exon264,178734327,178734606,88509,88787,279
NM_001256850.1,TTN,exon265,178734706,178734988,88788,89069,282
NM_001256850.1,TTN,exon266,178735510,178736074,89070,89633,564
NM_001256850.1,TTN,exon267,178738081,178738360,89634,89912,279
NM_001256850.1,TTN,exon268,178739140,178741921,89913,92693,2781
NM_001256850.1,TTN,exon269,178753123,178753180,92694,92750,57
NM_001256850.1,TTN,exon270,178758983,178759172,92751,92939,189
NM_001256850.1,TTN,exon271,178764176,178764302,92940,93065,126
NM_001256850.1,TTN,exon272,178764526,178764811,93066,93350,285
NM_001256850.1,TTN,exon273,178766380,178766612,93351,93582,232
NM_001256850.1,TTN,exon274,178767758,178767924,93583,93748,166
NM_001256850.1,TTN,exon275,178768013,178768155,93749,93890,142
NM_001256850.1,TTN,exon276,178768672,178768933,93891,94151,261
NM_001256850.1,TTN,exon277,178769678,178769939,94152,94412,261
NM_001256850.1,TTN,exon278,178770059,178770320,94413,94673,261
NM_001256850.1,TTN,exon279,178770411,178770675,94674,94937,264
NM_001256850.1,TTN,exon280,178771210,178771471,94938,95198,261
NM_001256850.1,TTN,exon281,178773108,178773369,95199,95459,261
NM_001256850.1,TTN,exon282,178773461,178773725,95460,95723,264
NM_001256850.1,TTN,exon283,178773837,178774110,95724,95996,273
NM_001256850.1,TTN,exon284,178774206,178774473,95997,96263,267
NM_001256850.1,TTN,exon285,178774920,178775202,96264,96545,282
NM_001256850.1,TTN,exon286,178775355,178777049,96546,98239,1694
NM_001256850.1,TTN,exon287,178777148,178777317,98240,98408,169
NM_001256850.1,TTN,exon288,178777419,178777584,98409,98573,165
NM_001256850.1,TTN,exon289,178777703,178777975,98574,98845,272
NM_001256850.1,TTN,exon290,178778873,178779118,98846,99090,245
NM_001256850.1,TTN,exon291,178779228,178779462,99091,99324,234
NM_001256850.1,TTN,exon292,178779999,178780205,99325,99530,206
NM_001256850.1,TTN,exon293,178781120,178781263,99531,99673,143
NM_001256850.1,TTN,exon294,178782211,178782427,99674,99889,216
NM_001256850.1,TTN,exon295,178782538,178782602,99890,99953,64
NM_001256850.1,TTN,exon296,178782805,178783064,99954,100212,259
NM_001256850.1,TTN,exon297,178783719,178783785,100213,100278,66
NM_001256850.1,TTN,exon298,178784069,178784351,100279,100560,282
NM_001256850.1,TTN,exon299,178785619,178785742,100561,100683,123
NM_001256850.1,TTN,exon300,178785847,178786141,100684,100977,294
NM_001256850.1,TTN,exon301,178789359,178789497,100978,101115,138
NM_001256850.1,TTN,exon302,178789977,178790115,101116,101253,138
NM_001256850.1,TTN,exon303,178790707,178790845,101254,101391,138
NM_001256850.1,TTN,exon304,178792071,178792197,101392,101517,126
NM_001256850.1,TTN,exon305,178793403,178793541,101518,101655,138
NM_001256850.1,TTN,exon306,178794398,178794551,101656,101808,153
NM_001256850.1,TTN,exon307,178794921,178795252,101809,102139,331
NM_001256850.1,TTN,exon308,178799486,178799731,102140,102384,245
NM_001256850.1,TTN,exon309,178799824,178799910,102385,102470,86
NM_001256850.1,TTN,exon310,178800394,178800682,102471,102758,288
NM_001256850.1,TTN,exon311,178802137,178802341,102759,102962,204
NM_001256850.1,TTN,exon312,178804551,178804642,102963,103053,91
NM_001126118.1,TP53,exon1,7669608,7669690,1,82,82
NM_001126118.1,TP53,exon2,7670608,7670715,83,189,107
NM_001126118.1,TP53,exon3,7673534,7673608,190,263,74
NM_001126118.1,TP53,exon4,7673700,7673837,264,400,137
NM_001126118.1,TP53,exon5,7674180,7674290,401,510,110
NM_001126118.1,TP53,exon6,7674858,7674971,511,623,113
NM_001126118.1,TP53,exon7,7675052,7675236,624,807,184
NM_001126118.1,TP53,exon8,7675993,7676251,808,1065,258
NM_001127487.2,FLNC,exon1,128830637,128830989,1,352,352
NM_001127487.2,FLNC,exon2,128835325,128835574,353,601,249
NM_001127487.2,FLNC,exon3,128837159,128837257,602,699,98
NM_001127487.2,FLNC,exon4,128837397,128837548,700,850,151
NM_001127487.2,FLNC,exon5,128837636,128837755,851,969,119
NM_001127487.2,FLNC,exon6,128837986,128838064,970,1047,78
NM_001127487.2,FLNC,exon7,128838266,128838429,1048,1210,163
NM_001127487.2,FLNC,exon8,128838602,128838803,1211,1411,201
NM_001127487.2,FLNC,exon9,128840022,128840160,1412,1549,138
NM_001127487.2,FLNC,exon10,128840547,128840674,1550,1676,127
NM_001127487.2,FLNC,exon11,128840833,128840970,1677,1813,137
NM_001127487.2,FLNC,exon12,128841169,128841363,1814,2007,194
NM_001127487.2,FLNC,exon13,128841453,128841567,2008,2121,114
NM_001127487.2,FLNC,exon14,128842230,128842374,2122,2265,144
NM_001127487.2,FLNC,exon15,128842574,128842698,2266,2389,124
NM_001127487.2,FLNC,exon16,128842793,128842954,2390,2550,161
NM_001127487.2,FLNC,exon17,128843228,128843319,2551,2641,91
NM_001127487.2,FLNC,exon18,128843407,128843577,2642,2811,170
NM_001127487.2,FLNC,exon19,128843795,128843913,2812,2929,118
NM_001127487.2,FLNC,exon20,128844003,128844266,2930,3192,263
NM_001127487.2,FLNC,exon21,128844657,128845255,3193,3790,598
NM_001127487.2,FLNC,exon22,128845989,128846163,3791,3964,174
NM_001127487.2,FLNC,exon23,128846300,128846463,3965,4127,163
NM_001127487.2,FLNC,exon24,128846744,128846905,4128,4288,161
NM_001127487.2,FLNC,exon25,128847696,128847864,4289,4456,168
NM_001127487.2,FLNC,exon26,128847944,128848068,4457,4580,124
NM_001127487.2,FLNC,exon27,128848560,128848717,4581,4737,157
NM_001127487.2,FLNC,exon28,128848792,128848982,4738,4927,190
NM_001127487.2,FLNC,exon29,128849180,128849204,4928,4951,24
NM_001127487.2,FLNC,exon30,128849330,128849578,4952,5199,248
NM_001127487.2,FLNC,exon31,128850383,128850483,5200,5299,100
NM_001127487.2,FLNC,exon32,128850802,128850943,5300,5440,141
NM_001127487.2,FLNC,exon33,128851231,128851360,5441,5569,129
NM_001127487.2,FLNC,exon34,128851454,128851628,5570,5743,174
NM_001127487.2,FLNC,exon35,128852590,128852752,5744,5905,162
NM_001127487.2,FLNC,exon36,128852827,128853031,5906,6109,204
NM_001127487.2,FLNC,exon37,128853468,128853621,6110,6262,153
NM_001127487.2,FLNC,exon38,128853714,128853837,6263,6385,123
NM_001127487.2,FLNC,exon39,128853973,128854216,6386,6628,243
NM_001127487.2,FLNC,exon40,128854412,128854682,6629,6898,270
NM_001127487.2,FLNC,exon41,128854774,128854912,6899,7036,138
NM_001127487.2,FLNC,exon42,128855198,128855314,7037,7152,116
NM_001127487.2,FLNC,exon43,128856517,128856650,7153,7285,133
NM_001127487.2,FLNC,exon44,128856744,128856921,7286,7462,177
NM_001127487.2,FLNC,exon45,128857117,128857336,7463,7681,219
NM_001127487.2,FLNC,exon46,128858007,128858217,7682,7891,210
NM_001127487.2,FLNC,exon47,128858335,128858523,7892,8079,188
NM_001276696.2,TP53,exon3,7673306,7673339,1,33,33
NM_001276696.2,TP53,exon4,7673534,7673608,34,107,74
NM_001276696.2,TP53,exon5,7673700,7673837,108,244,137
NM_001276696.2,TP53,exon6,7674180,7674290,245,354,110
NM_001276696.2,TP53,exon7,7674858,7674971,355,467,113
NM_001276696.2,TP53,exon8,7675052,7675236,468,651,184
NM_001276696.2,TP53,exon9,7675993,7676251,652,909,258
NM_017849.4,TMEM127,exon1,96253807,96254115,1,308,308
NM_017849.4,TMEM127,exon2,96254832,96254997,309,473,165
NM_017849.4,TMEM127,exon3,96265137,96265381,474,717,244
NM_001256022.1,TRDN,exon1,123529273,123529293,1,20,20
NM_001256022.1,TRDN,exon2,123530505,123530565,21,80,60
NM_001256022.1,TRDN,exon3,123547339,123547372,81,113,33
NM_001256022.1,TRDN,exon4,123548453,123548612,114,272,159
NM_001256022.1,TRDN,exon5,123570922,123571132,273,482,210
NM_001256022.1,TRDN,exon6,123636753,123636775,483,504,22
NM_133432.3,TTN,exon1,178527011,178527307,1,296,296
NM_133432.3,TTN,exon2,178527445,178527748,297,599,303
NM_133432.3,TTN,exon3,178528273,178528427,600,753,154
NM_133432.3,TTN,exon4,178528527,178529219,754,1445,692
NM_133432.3,TTN,exon5,178529959,178530116,1446,1602,157
NM_133432.3,TTN,exon6,178530240,178535849,1603,7211,5609
NM_133432.3,TTN,exon7,178535981,178536575,7212,7805,594
NM_133432.3,TTN,exon8,178536937,178537243,7806,8111,306
NM_133432.3,TTN,exon9,178537341,178537917,8112,8687,576
NM_133432.3,TTN,exon10,178538539,178538839,8688,8987,300
NM_133432.3,TTN,exon11,178538945,178539251,8988,9293,306
NM_133432.3,TTN,exon12,178539381,178539966,9294,9878,585
NM_133432.3,TTN,exon13,178540067,178540370,9879,10181,303
NM_133432.3,TTN,exon14,178541281,178541584,10182,10484,303
NM_133432.3,TTN,exon15,178542263,178542563,10485,10784,300
NM_133432.3,TTN,exon16,178542661,178542949,10785,11072,288
NM_133432.3,TTN,exon17,178543068,178543662,11073,11666,594
NM_133432.3,TTN,exon18,178543833,178544115,11667,11948,282
NM_133432.3,TTN,exon19,178544200,178544506,11949,12254,306
NM_133432.3,TTN,exon20,178545387,178545693,12255,12560,306
NM_133432.3,TTN,exon21,178545819,178546116,12561,12857,297
NM_133432.3,TTN,exon22,178546211,178546502,12858,13148,291
NM_133432.3,TTN,exon23,178546599,178546905,13149,13454,306
NM_133432.3,TTN,exon24,178547002,178547305,13455,13757,303
NM_133432.3,TTN,exon25,178547406,178549473,13758,15824,2067
NM_133432.3,TTN,exon26,178549569,178549869,15825,16124,300
NM_133432.3,TTN,exon27,178549985,178550273,16125,16412,288
NM_133432.3,TTN,exon28,178550966,178551260,16413,16706,294
NM_133432.3,TTN,exon29,178551629,178553396,16707,18473,1767
NM_133432.3,TTN,exon30,178553501,178553807,18474,18779,306
NM_133432.3,TTN,exon31,178553913,178554216,18780,19082,303
NM_133432.3,TTN,exon32,178554452,178554752,19083,19382,300
NM_133432.3,TTN,exon33,178554864,178555152,19383,19670,288
NM_133432.3,TTN,exon34,178556847,178557144,19671,19967,297
NM_133432.3,TTN,exon35,178557252,178557555,19968,20270,303
NM_133432.3,TTN,exon36,178557647,178558235,20271,20858,588
NM_133432.3,TTN,exon37,178558340,178558637,20859,21155,297
NM_133432.3,TTN,exon38,178559310,178576416,21156,38261,17106
NM_133432.3,TTN,exon39,178576528,178576831,38262,38564,303
NM_133432.3,TTN,exon40,178576922,178577510,38565,39152,588
NM_133432.3,TTN,exon41,178577601,178577898,39153,39449,297
NM_133432.3,TTN,exon42,178577987,178578185,39450,39647,198
NM_133432.3,TTN,exon43,178578610,178578715,39648,39752,105
NM_133432.3,TTN,exon44,178578805,178579393,39753,40340,588
NM_133432.3,TTN,exon45,178579560,178579848,40341,40628,288
NM_133432.3,TTN,exon46,178579938,178580229,40629,40919,291
NM_133432.3,TTN,exon47,178580321,178580609,40920,41207,288
NM_133432.3,TTN,exon48,178581498,178581804,41208,41513,306
NM_133432.3,TTN,exon49,178581905,178582208,41514,41816,303
NM_133432.3,TTN,exon50,178582295,178582592,41817,42113,297
NM_133432.3,TTN,exon51,178582939,178583227,42114,42401,288
NM_133432.3,TTN,exon52,178583606,178583906,42402,42701,300
NM_133432.3,TTN,exon53,178584275,178584578,42702,43004,303
NM_133432.3,TTN,exon54,178584668,178584968,43005,43304,300
NM_133432.3,TTN,exon55,178585071,178585347,43305,43580,276
NM_133432.3,TTN,exon56,178586504,178586807,43581,43883,303
NM_133432.3,TTN,exon57,178587117,178587417,43884,44183,300
NM_133432.3,TTN,exon58,178587515,178587800,44184,44468,285
NM_133432.3,TTN,exon59,178587898,178588219,44469,44789,321
NM_133432.3,TTN,exon60,178588537,178591504,44790,47756,2967
NM_133432.3,TTN,exon61,178591598,178591892,47757,48050,294
NM_133432.3,TTN,exon62,178591977,178592277,48051,48350,300
NM_133432.3,TTN,exon63,178592378,178592660,48351,48632,282
NM_133432.3,TTN,exon64,178592774,178593083,48633,48941,309
NM_133432.3,TTN,exon65,178593172,178593475,48942,49244,303
NM_133432.3,TTN,exon66,178593567,178593867,49245,49544,300
NM_133432.3,TTN,exon67,178593960,178594242,49545,49826,282
NM_133432.3,TTN,exon68,178594343,178594646,49827,50129,303
NM_133432.3,TTN,exon69,178595506,178595809,50130,50432,303
NM_133432.3,TTN,exon70,178597537,178597819,50433,50714,282
NM_133432.3,TTN,exon71,178597907,178598058,50715,50865,151
NM_133432.3,TTN,exon72,178598505,178598654,50866,51014,149
NM_133432.3,TTN,exon73,178598747,178599062,51015,51329,315
NM_133432.3,TTN,exon74,178599145,178599445,51330,51629,300
NM_133432.3,TTN,exon75,178599553,178599850,51630,51926,297
NM_133432.3,TTN,exon76,178600853,178601171,51927,52244,318
NM_133432.3,TTN,exon77,178601264,178601564,52245,52544,300
NM_133432.3,TTN,exon78,178601657,178601787,52545,52674,130
NM_133432.3,TTN,exon79,178601881,178601914,52675,52707,33
NM_133432.3,TTN,exon80,178602001,178602150,52708,52856,149
NM_133432.3,TTN,exon81,178602281,178602590,52857,53165,309
NM_133432.3,TTN,exon82,178603875,178604305,53166,53595,430
NM_133432.3,TTN,exon83,178604707,178604898,53596,53786,191
NM_133432.3,TTN,exon84,178604986,178605295,53787,54095,309
NM_133432.3,TTN,exon85,178605413,178605713,54096,54395,300
NM_133432.3,TTN,exon86,178607020,178607314,54396,54689,294
NM_133432.3,TTN,exon87,178607400,178607685,54690,54974,285
NM_133432.3,TTN,exon88,178607784,178608081,54975,55271,297
NM_133432.3,TTN,exon89,178608177,178608477,55272,55571,300
NM_133432.3,TTN,exon90,178608605,178608908,55572,55874,303
NM_133432.3,TTN,exon91,178609207,178609570,55875,56237,363
NM_133432.3,TTN,exon92,178609683,178609986,56238,56540,303
NM_133432.3,TTN,exon93,178610089,178610389,56541,56840,300
NM_133432.3,TTN,exon94,178610992,178611271,56841,57119,279
NM_133432.3,TTN,exon95,178611371,178611677,57120,57425,306
NM_133432.3,TTN,exon96,178611757,178611954,57426,57622,197
NM_133432.3,TTN,exon97,178612056,178612162,57623,57728,106
NM_133432.3,TTN,exon98,178612276,178612576,57729,58028,300
NM_133432.3,TTN,exon99,178612772,178613072,58029,58328,300
NM_133432.3,TTN,exon100,178613160,178613276,58329,58444,116
NM_133432.3,TTN,exon101,178613750,178613937,58445,58631,187
NM_133432.3,TTN,exon102,178614051,178614348,58632,58928,297
NM_133432.3,TTN,exon103,178614465,178614753,58929,59216,288
NM_133432.3,TTN,exon104,178614846,178614968,59217,59338,122
NM_133432.3,TTN,exon105,178615306,178615484,59339,59516,178
NM_133432.3,TTN,exon106,178615640,178615788,59517,59664,148
NM_133432.3,TTN,exon107,178616478,178616630,59665,59816,152
NM_133432.3,TTN,exon108,178616728,178617013,59817,60101,285
NM_133432.3,TTN,exon109,178617119,178617234,60102,60216,115
NM_133432.3,TTN,exon110,178617324,178617512,60217,60404,188
NM_133432.3,TTN,exon111,178617778,178618081,60405,60707,303
NM_133432.3,TTN,exon112,178618188,178618491,60708,61010,303
NM_133432.3,TTN,exon113,178618583,178618853,61011,61280,270
NM_133432.3,TTN,exon114,178619620,178619887,61281,61547,267
NM_133432.3,TTN,exon115,178619987,178620112,61548,61672,125
NM_133432.3,TTN,exon116,178620216,178620625,61673,62081,409
NM_133432.3,TTN,exon117,178620714,178620993,62082,62360,279
NM_133432.3,TTN,exon118,178621101,178621368,62361,62627,267
NM_133432.3,TTN,exon119,178621474,178621741,62628,62894,267
NM_133432.3,TTN,exon120,178621839,178622008,62895,63063,169
NM_133432.3,TTN,exon121,178622669,178622767,63064,63161,98
NM_133432.3,TTN,exon122,178624464,178624731,63162,63428,267
NM_133432.3,TTN,exon123,178625272,178625396,63429,63552,124
NM_133432.3,TTN,exon124,178629300,178629443,63553,63695,143
NM_133432.3,TTN,exon125,178630240,178630367,63696,63822,127
NM_133432.3,TTN,exon126,178630803,178630943,63823,63962,140
NM_133432.3,TTN,exon127,178631033,178631300,63963,64229,267
NM_133432.3,TTN,exon128,178632146,178632413,64230,64496,267
NM_133432.3,TTN,exon129,178632525,178632792,64497,64763,267
NM_133432.3,TTN,exon130,178632917,178633044,64764,64890,127
NM_133432.3,TTN,exon131,178633186,178633326,64891,65030,140
NM_133432.3,TTN,exon132,178633412,178633676,65031,65294,264
NM_133432.3,TTN,exon133,178633816,178634083,65295,65561,267
NM_133432.3,TTN,exon134,178634365,178634629,65562,65825,264
NM_133432.3,TTN,exon135,178634722,178634849,65826,65952,127
NM_133432.3,TTN,exon136,178635164,178635304,65953,66092,140
NM_133432.3,TTN,exon137,178635439,178635715,66093,66368,276
NM_133432.3,TTN,exon138,178635962,178636241,66369,66647,279
NM_133432.3,TTN,exon139,178636397,178636799,66648,67049,402
NM_133432.3,TTN,exon140,178637368,178637419,67050,67100,51
NM_133432.3,TTN,exon141,178639698,178639788,67101,67190,90
NM_133432.3,TTN,exon142,178640047,178640110,67191,67253,63
NM_133432.3,TTN,exon143,178640540,178640630,67254,67343,90
NM_133432.3,TTN,exon144,178641240,178641315,67344,67418,75
NM_133432.3,TTN,exon145,178642236,178642317,67419,67499,81
NM_133432.3,TTN,exon146,178738081,178738360,67500,67778,279
NM_133432.3,TTN,exon147,178739140,178741921,67779,70559,2781
NM_133432.3,TTN,exon148,178753123,178753180,70560,70616,57
NM_133432.3,TTN,exon149,178757541,178757916,70617,70991,375
NM_133432.3,TTN,exon150,178758983,178759172,70992,71180,189
NM_133432.3,TTN,exon151,178764176,178764302,71181,71306,126
NM_133432.3,TTN,exon152,178764526,178764811,71307,71591,285
NM_133432.3,TTN,exon153,178766380,178766612,71592,71823,232
NM_133432.3,TTN,exon154,178767758,178767924,71824,71989,166
NM_133432.3,TTN,exon155,178768013,178768155,71990,72131,142
NM_133432.3,TTN,exon156,178768672,178768933,72132,72392,261
NM_133432.3,TTN,exon157,178769678,178769939,72393,72653,261
NM_133432.3,TTN,exon158,178770059,178770320,72654,72914,261
NM_133432.3,TTN,exon159,178770411,178770675,72915,73178,264
NM_133432.3,TTN,exon160,178771210,178771471,73179,73439,261
NM_133432.3,TTN,exon161,178773108,178773369,73440,73700,261
NM_133432.3,TTN,exon162,178773461,178773725,73701,73964,264
NM_133432.3,TTN,exon163,178773837,178774110,73965,74237,273
NM_133432.3,TTN,exon164,178774206,178774473,74238,74504,267
NM_133432.3,TTN,exon165,178774920,178775202,74505,74786,282
NM_133432.3,TTN,exon166,178775355,178777049,74787,76480,1694
NM_133432.3,TTN,exon167,178777148,178777317,76481,76649,169
NM_133432.3,TTN,exon168,178777419,178777584,76650,76814,165
NM_133432.3,TTN,exon169,178777703,178777975,76815,77086,272
NM_133432.3,TTN,exon170,178778873,178779118,77087,77331,245
NM_133432.3,TTN,exon171,178779228,178779462,77332,77565,234
NM_133432.3,TTN,exon172,178779999,178780205,77566,77771,206
NM_133432.3,TTN,exon173,178781120,178781263,77772,77914,143
NM_133432.3,TTN,exon174,178782211,178782427,77915,78130,216
NM_133432.3,TTN,exon175,178782538,178782602,78131,78194,64
NM_133432.3,TTN,exon176,178782805,178783064,78195,78453,259
NM_133432.3,TTN,exon177,178783719,178783785,78454,78519,66
NM_133432.3,TTN,exon178,178784069,178784351,78520,78801,282
NM_133432.3,TTN,exon179,178785619,178785742,78802,78924,123
NM_133432.3,TTN,exon180,178785847,178786141,78925,79218,294
NM_133432.3,TTN,exon181,178789359,178789497,79219,79356,138
NM_133432.3,TTN,exon182,178789977,178790115,79357,79494,138
NM_133432.3,TTN,exon183,178792071,178792197,79495,79620,126
NM_133432.3,TTN,exon184,178793403,178793541,79621,79758,138
NM_133432.3,TTN,exon185,178794398,178794551,79759,79911,153
NM_133432.3,TTN,exon186,178794921,178795252,79912,80242,331
NM_133432.3,TTN,exon187,178799486,178799731,80243,80487,245
NM_133432.3,TTN,exon188,178799824,178799910,80488,80573,86
NM_133432.3,TTN,exon189,178800394,178800682,80574,80861,288
NM_133432.3,TTN,exon190,178802137,178802341,80862,81065,204
NM_133432.3,TTN,exon191,178804551,178804642,81066,81156,91
NM_001008844.3,DSP,exon1,7541915,7542085,1,170,170
NM_001008844.3,DSP,exon2,7555717,7555820,171,273,103
NM_001008844.3,DSP,exon3,7558115,7558264,274,422,149
NM_001008844.3,DSP,exon4,7559225,7559400,423,597,175
NM_001008844.3,DSP,exon5,7562651,7562780,598,726,129
NM_001008844.3,DSP,exon6,7563735,7563786,727,777,51
NM_001008844.3,DSP,exon7,7565358,7565520,778,939,162
NM_001008844.3,DSP,exon8,7566376,7566481,940,1044,105
NM_001008844.3,DSP,exon9,7567353,7567449,1045,1140,96
NM_001008844.3,DSP,exon10,7567780,7567906,1141,1266,126
NM_001008844.3,DSP,exon11,7568436,7568589,1267,1419,153
NM_001008844.3,DSP,exon12,7569185,7569340,1420,1574,155
NM_001008844.3,DSP,exon13,7570436,7570563,1575,1701,127
NM_001008844.3,DSP,exon14,7571382,7571584,1702,1903,202
NM_001008844.3,DSP,exon15,7571841,7572068,1904,2130,227
NM_001008844.3,DSP,exon16,7574085,7574252,2131,2297,167
NM_001008844.3,DSP,exon17,7574656,7574795,2298,2436,139
NM_001008844.3,DSP,exon18,7575294,7575488,2437,2630,194
NM_001008844.3,DSP,exon19,7576293,7576456,2631,2793,163
NM_001008844.3,DSP,exon20,7576958,7577042,2794,2877,84
NM_001008844.3,DSP,exon21,7577778,7577886,2878,2985,108
NM_001008844.3,DSP,exon22,7578463,7578562,2986,3084,99
NM_001008844.3,DSP,exon23,7579274,7579772,3085,3582,498
NM_001008844.3,DSP,exon24,7582641,7585878,3583,6819,3237
NM_001318829.1,TSC2,exon2,2050408,2050486,1,78,78
NM_001318829.1,TSC2,exon3,2053341,2053452,79,189,111
NM_001318829.1,TSC2,exon4,2054295,2054440,190,334,145
NM_001318829.1,TSC2,exon5,2055401,2055519,335,452,118
NM_001318829.1,TSC2,exon6,2056195,2056244,453,501,49
NM_001318829.1,TSC2,exon7,2056643,2056769,502,627,126
NM_001318829.1,TSC2,exon8,2057104,2057178,628,701,74
NM_001318829.1,TSC2,exon9,2058746,2058873,702,828,127
NM_001318829.1,TSC2,exon10,2060669,2060813,829,972,144
NM_001318829.1,TSC2,exon11,2061870,2062008,973,1110,138
NM_001318829.1,TSC2,exon12,2062496,2062600,1111,1214,104
NM_001318829.1,TSC2,exon13,2062971,2063053,1215,1296,82
NM_001318829.1,TSC2,exon14,2064271,2064427,1297,1452,156
NM_001318829.1,TSC2,exon15,2065518,2065635,1453,1569,117
NM_001318829.1,TSC2,exon16,2070455,2070578,1570,1692,123
NM_001318829.1,TSC2,exon17,2071509,2071616,1693,1799,107
NM_001318829.1,TSC2,exon18,2071783,2071934,1800,1950,151
NM_001318829.1,TSC2,exon19,2072240,2072363,1951,2073,123
NM_001318829.1,TSC2,exon20,2072848,2072983,2074,2208,135
NM_001318829.1,TSC2,exon21,2074199,2074389,2209,2398,190
NM_001318829.1,TSC2,exon22,2075798,2075892,2399,2492,94
NM_001318829.1,TSC2,exon23,2076067,2076170,2493,2595,103
NM_001318829.1,TSC2,exon24,2076490,2076585,2596,2690,95
NM_001318829.1,TSC2,exon25,2079031,2079196,2691,2855,165
NM_001318829.1,TSC2,exon26,2079275,2079428,2856,3008,153
NM_001318829.1,TSC2,exon27,2079556,2079669,3009,3121,113
NM_001318829.1,TSC2,exon28,2080164,2080377,3122,3334,213
NM_001318829.1,TSC2,exon29,2081594,2081798,3335,3538,204
NM_001318829.1,TSC2,exon30,2083694,2083816,3539,3660,122
NM_001318829.1,TSC2,exon31,2084227,2084715,3661,4148,488
NM_001318829.1,TSC2,exon32,2084950,2085026,4149,4224,76
NM_001318829.1,TSC2,exon33,2085229,2085322,4225,4317,93
NM_001318829.1,TSC2,exon34,2086192,2086379,4318,4504,187
NM_001318829.1,TSC2,exon35,2086731,2086871,4505,4644,140
NM_001318829.1,TSC2,exon36,2087862,2087941,4645,4723,79
NM_001318829.1,TSC2,exon37,2088047,2088139,4724,4815,92
NM_001318829.1,TSC2,exon38,2088226,2088325,4816,4914,99
NM_001318829.1,TSC2,exon39,2088445,2088610,4915,5079,165
NM_001354627.1,MLH1,exon10,37025672,37026007,1,335,335
NM_001354627.1,MLH1,exon11,37028783,37028932,336,484,149
NM_001354627.1,MLH1,exon12,37040185,37040294,485,593,109
NM_001354627.1,MLH1,exon13,37042267,37042331,594,657,64
NM_001354627.1,MLH1,exon14,37047518,37047683,658,822,165
NM_001354627.1,MLH1,exon15,37048516,37048609,823,915,93
NM_001354627.1,MLH1,exon16,37048903,37049017,916,1029,114
NM_001354627.1,MLH1,exon17,37050485,37050653,1030,1197,168
NM_000152.5,GAA,exon2,80104586,80105132,1,546,546
NM_000152.5,GAA,exon3,80105748,80105894,547,692,146
NM_000152.5,GAA,exon4,80107556,80107722,693,858,166
NM_000152.5,GAA,exon5,80107799,80107896,859,955,97
NM_000152.5,GAA,exon6,80108289,80108409,956,1075,120
NM_000152.5,GAA,exon7,80108488,80108607,1076,1194,119
NM_000152.5,GAA,exon8,80108696,80108828,1195,1326,132
NM_000152.5,GAA,exon9,80109944,80110055,1327,1437,111
